"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"154",8,"Will Levis",TEN,"QB24","5","5 out of 5 stars","+13"
"155",8,"DeMario Douglas",NE,"WR64","14","3 out of 5 stars","+57"
"156",8,"Adam Thielen",CAR,"WR65","11","5 out of 5 stars","+6"
"157",8,"MarShawn Lloyd",GB,"RB50","10","1 out of 5 stars","0"
"158",8,"Adonai Mitchell",IND,"WR66","14","4 out of 5 stars","+5"
"159",8,"Khalil Herbert",CHI,"RB51","7","2 out of 5 stars","+22"
"160",9,"Ray Davis",BUF,"RB52","12","2 out of 5 stars","+42"
"161",9,"Michael Wilson",ARI,"WR67","11","3 out of 5 stars","+36"
"162",9,"Tyler Conklin",NYJ,"TE19","12","3 out of 5 stars","+23"
"163",9,"Taysom Hill",NO,"TE20","12","4 out of 5 stars","+32"
"164",9,"Darnell Mooney",ATL,"WR68","12","4 out of 5 stars","+40"
"165",9,"Ja'Lynn Polk",NE,"WR69","14","3 out of 5 stars","+15"
"166",9,"Kendre Miller",NO,"RB53","12","5 out of 5 stars","+10"
"167",9,"Daniel Jones",NYG,"QB25","11","2 out of 5 stars","+50"
"168",9,"Rashod Bateman",BAL,"WR70","14","3 out of 5 stars","+71"
"169",9,"Cade Otton",TB,"TE21","11","3 out of 5 stars","+22"
"170",9,"Jaylen Wright",MIA,"RB54","6","3 out of 5 stars","-24"
"171",9,"Derek Carr",NO,"QB26","12","4 out of 5 stars","+47"
"172",9,"Roschon Johnson",CHI,"RB55","7","2 out of 5 stars","+44"
"173",9,"Wan'Dale Robinson",NYG,"WR71","11","3 out of 5 stars","+55"
"174",9,"Xavier Legette",CAR,"WR72","11","5 out of 5 stars","-21"
"175",9,"Marvin Mims Jr.",DEN,"WR73","14","2 out of 5 stars","+55"
"176",9,"Bucky Irving",TB,"RB56","11","5 out of 5 stars","+24"
"177",9,"Noah Fant",SEA,"TE22","10","3 out of 5 stars","+22"
"178",9,"Braelon Allen",NYJ,"RB57","12","2 out of 5 stars","+23"
"179",9,"Baltimore Ravens",BAL,"DST1","14","2 out of 5 stars","-39"
"180",9,"Bryce Young",CAR,"QB27","11","5 out of 5 stars","+39"
"181",9,"Jermaine Burton",CIN,"WR74","12","2 out of 5 stars","+34"
"182",9,"Demarcus Robinson",LAR,"WR75","6","3 out of 5 stars","+58"
"183",9,"San Francisco 49ers",SF,"DST2","9","1 out of 5 stars","-58"
"184",9,"New York Jets",NYJ,"DST3","12","1 out of 5 stars","-54"
"185",9,"Dameon Pierce",HOU,"RB58","14","3 out of 5 stars","-1"
"186",9,"Elijah Mitchell",SF,"RB59","9","2 out of 5 stars","-11"
"187",9,"Isaiah Likely",BAL,"TE23","14","3 out of 5 stars","-13"
"188",9,"Dallas Cowboys",DAL,"DST4","7","4 out of 5 stars","-47"
"189",9,"Cleveland Browns",CLE,"DST5","10","2 out of 5 stars","-31"
"190",9,"Ricky Pearsall",SF,"WR76","9","2 out of 5 stars","-18"
"191",9,"Juwan Johnson",NO,"TE24","12","4 out of 5 stars","+60"
"192",9,"Chigoziem Okonkwo",TEN,"TE25","5","4 out of 5 stars","0"
"193",9,"Quentin Johnston",LAC,"WR77","5","3 out of 5 stars","+13"
"194",9,"Sam Darnold",MIN,"QB28","6","5 out of 5 stars","+43"
"195",9,"Ben Sinnott",WAS,"TE26","14","2 out of 5 stars","-2"
"196",9,"Justin Tucker",BAL,"K1","14","2 out of 5 stars","-74"
"197",9,"Javon Baker",NE,"WR78","14","3 out of 5 stars","+81"
"198",9,"Kansas City Chiefs",KC,"DST6","6","2 out of 5 stars","-27"
"199",9,"Pittsburgh Steelers",PIT,"DST7","9","4 out of 5 stars","-29"
"200",9,"Brandon Aubrey",DAL,"K2","7","2 out of 5 stars","-76"
"201",10,"Russell Wilson",PIT,"QB29","9","2 out of 5 stars","-15"
"202",10,"Buffalo Bills",BUF,"DST8","12","2 out of 5 stars","-12"
"203",10,"Audric Estime",DEN,"RB60","14","4 out of 5 stars","+20"
"204",10,"Alexander Mattison",LV,"RB61","10","3 out of 5 stars","+28"
"205",10,"Harrison Butker",KC,"K3","6","2 out of 5 stars","-77"
"206",10,"Darius Slayton",NYG,"WR79","11","3 out of 5 stars","+97"
"207",10,"Jason Sanders",MIA,"K4","6","2 out of 5 stars","-28"
"208",10,"Tyler Boyd",TEN,"WR80","5","4 out of 5 stars","+41"
"209",10,"Philadelphia Eagles",PHI,"DST9","5","3 out of 5 stars","-13"
"210",10,"Elijah Moore",CLE,"WR81","10","3 out of 5 stars","+87"
"211",10,"New Orleans Saints",NO,"DST10","12","5 out of 5 stars","+9"
"212",10,"Houston Texans",HOU,"DST11","14","2 out of 5 stars","-4"
"213",10,"Miami Dolphins",MIA,"DST12","6","2 out of 5 stars","-36"
"214",10,"Bo Nix",DEN,"QB30","14","2 out of 5 stars","-31"
"215",10,"Justice Hill",BAL,"RB62","14","3 out of 5 stars","+31"
"216",10,"Roman Wilson",PIT,"WR82","9","1 out of 5 stars","+19"
"217",10,"Jalin Hyatt",NYG,"WR83","11","3 out of 5 stars","+64"
"218",10,"Jake Elliott",PHI,"K5","5","2 out of 5 stars","-71"
"219",10,"Ka'imi Fairbairn",HOU,"K6","14","2 out of 5 stars","-54"
"220",10,"D'Onta Foreman",CLE,"RB63","10","4 out of 5 stars","+34"
"221",10,"Jake Moody",SF,"K7","9","1 out of 5 stars","-60"
"222",10,"Tyler Bass",BUF,"K8","12","5 out of 5 stars","-34"
"223",10,"Tank Bigsby",JAC,"RB64","12","2 out of 5 stars","+18"
"224",10,"Younghoe Koo",ATL,"K9","12","0 out of 5 stars","-51"
"225",10,"AJ Dillon",GB,"RB65","10","1 out of 5 stars","-31"
"226",10,"Clyde Edwards-Helaire",KC,"RB66","6","3 out of 5 stars","-4"
"227",10,"Chicago Bears",CHI,"DST13","7","3 out of 5 stars","+9"
"228",10,"Kenneth Gainwell",PHI,"RB67","5","4 out of 5 stars","+10"
"229",10,"Tyrone Tracy Jr.",NYG,"RB68","11","3 out of 5 stars","-31"
"230",10,"Mike Gesicki",CIN,"TE27","12","3 out of 5 stars","+12"
"231",10,"Kimani Vidal",LAC,"RB69","5","4 out of 5 stars","-62"
"232",10,"Evan McPherson",CIN,"K10","12","0 out of 5 stars","-50"
"233",10,"Jalen McMillan",TB,"WR84","11","3 out of 5 stars","+40"
"234",10,"Malachi Corley",NYJ,"WR85","12","4 out of 5 stars","+30"
"235",10,"Tucker Kraft",GB,"TE28","10","3 out of 5 stars","+61"
"236",10,"Troy Franklin",DEN,"WR86","14","2 out of 5 stars","-25"
"237",10,"Keaton Mitchell",BAL,"RB70","14","3 out of 5 stars","+16"
"238",10,"Odell Beckham Jr.",MIA,"WR87","6","2 out of 5 stars","+45"
"239",10,"Kendrick Bourne",NE,"WR88","14","3 out of 5 stars","+67"
"240",10,"DJ Chark Jr.",LAC,"WR89","5","3 out of 5 stars","+45"
"241",10,"Matt Gay",IND,"K11","14","5 out of 5 stars","-14"
"242",10,"Andrei Iosivas",CIN,"WR90","12","2 out of 5 stars","+58"
"243",10,"Zay Jones",ARI,"WR91","11","3 out of 5 stars","+45"
"244",10,"Miles Sanders",CAR,"RB71","11","4 out of 5 stars","+13"
"245",10,"Indianapolis Colts",IND,"DST14","14","4 out of 5 stars","-2"
"246",10,"Jonnu Smith",MIA,"TE29","6","2 out of 5 stars","-20"
"247",10,"Justin Fields",PIT,"QB31","9","2 out of 5 stars","-69"
"248",10,"Cameron Dicker",LAC,"K12","5","3 out of 5 stars","-45"
"249",10,"Jamaal Williams",NO,"RB72","12","5 out of 5 stars","+19"
"250",10,"Dustin Hopkins",CLE,"K13","10","2 out of 5 stars","+6"
"251",10,"Michael Mayer",LV,"TE30","10","4 out of 5 stars","+54"
"252",10,"Drake Maye",NE,"QB32","14","3 out of 5 stars","-23"
"253",10,"Cairo Santos",CHI,"K14","7","5 out of 5 stars","-9"
"254",10,"Will Shipley",PHI,"RB73","5","4 out of 5 stars","-21"
"255",10,"Jordan Mason",SF,"RB74","9","2 out of 5 stars","+22"
"256",10,"Treylon Burks",TEN,"WR92","5","4 out of 5 stars","+58"
"257",11,"Detroit Lions",DET,"DST15","5","0 out of 5 stars","-33"
"258",11,"A.T. Perry",NO,"WR93","12","3 out of 5 stars","+73"
"259",11,"Jason Myers",SEA,"K15","10","5 out of 5 stars","-52"
"260",11,"Jonathan Mingo",CAR,"WR94","11","5 out of 5 stars","+61"
"261",11,"Trey Sermon",IND,"RB75","14","2 out of 5 stars","+23"
"262",11,"Gardner Minshew II",LV,"QB33","10","2 out of 5 stars","-14"
"263",11,"Dylan Laube",LV,"RB76","10","3 out of 5 stars","+6"
"264",11,"Josh Reynolds",DEN,"WR95","14","2 out of 5 stars","+59"
"265",11,"Minnesota Vikings",MIN,"DST16","6","3 out of 5 stars","-34"
"266",11,"Cincinnati Bengals",CIN,"DST17","12","5 out of 5 stars","-7"
"267",11,"Ja'Tavion Sanders",CAR,"TE31","11","3 out of 5 stars","-9"
"268",11,"Luke McCaffrey",WAS,"WR96","14","3 out of 5 stars","-2"
"269",11,"Zach Ertz",WAS,"TE32","14","2 out of 5 stars","-9"
"270",11,"Dawson Knox",BUF,"TE33","12","2 out of 5 stars","-49"
"271",11,"Samaje Perine",DEN,"RB77","14","4 out of 5 stars","-16"
"272",11,"Jelani Woods",IND,"TE34","14","3 out of 5 stars","+21"
"273",11,"Jalen Tolbert",DAL,"WR97","7","3 out of 5 stars","-3"
"274",11,"Gerald Everett",CHI,"TE35","7","3 out of 5 stars","-"
"275",11,"Greg Dortch",ARI,"WR98","11","3 out of 5 stars","-10"
"276",11,"Jacksonville Jaguars",JAC,"DST18","12","4 out of 5 stars","-13"
"277",11,"Alec Pierce",IND,"WR99","14","4 out of 5 stars","+69"
"278",11,"Daniel Carlson",LV,"K16","10","2 out of 5 stars","-64"
"279",11,"K.J. Osborn",NE,"WR100","14","3 out of 5 stars","+49"
"280",11,"Eric Gray",NYG,"RB78","11","3 out of 5 stars","-1"
"281",11,"Cedric Tillman",CLE,"WR101","10","3 out of 5 stars","-"
"282",11,"Devontez Walker",BAL,"WR102","14","3 out of 5 stars","-10"
"283",11,"Greg Dulcich",DEN,"TE36","14","2 out of 5 stars","-31"
"284",11,"Trey Palmer",TB,"WR103","11","3 out of 5 stars","-"
"285",11,"Evan Hull",IND,"RB79","14","2 out of 5 stars","+40"
"286",11,"Greg Zuerlein",NYJ,"K17","12","4 out of 5 stars","-41"
"287",11,"Colby Parkinson",LAR,"TE37","6","3 out of 5 stars","-12"
"288",11,"Blake Grupe",NO,"K18","12","4 out of 5 stars","+47"
"289",11,"Green Bay Packers",GB,"DST19","10","1 out of 5 stars","-27"
"290",11,"Cordarrelle Patterson",PIT,"RB80","9","4 out of 5 stars","-"
"291",11,"Noah Brown",HOU,"WR104","14","3 out of 5 stars","-"
"292",11,"D'Ernest Johnson",JAC,"RB81","12","2 out of 5 stars","-"
"293",11,"Deuce Vaughn",DAL,"RB82","7","3 out of 5 stars","+19"
"294",11,"Michael Carter",ARI,"RB83","11","2 out of 5 stars","+54"
"295",11,"Denver Broncos",DEN,"DST20","14","3 out of 5 stars","-45"
"296",11,"Kadarius Toney",KC,"WR105","6","3 out of 5 stars","-"
"297",11,"Tyler Higbee",LAR,"TE38","6","3 out of 5 stars","-"
"298",11,"Aidan O'Connell",LV,"QB34","10","2 out of 5 stars","-24"
"299",11,"Brenden Rice",LAC,"WR106","5","3 out of 5 stars","-1"
"300",11,"Pierre Strong Jr.",CLE,"RB84","10","4 out of 5 stars","-"
"301",11,"Jeff Wilson Jr.",MIA,"RB85","6","3 out of 5 stars","+26"
"302",11,"Chris Rodriguez Jr.",WAS,"RB86","14","3 out of 5 stars","-"
"303",11,"Emari Demercado",ARI,"RB87","11","2 out of 5 stars","+46"
"304",11,"Jacoby Brissett",NE,"QB35","14","3 out of 5 stars","-33"
"305",11,"Chase Edmonds",TB,"RB88","11","5 out of 5 stars","-"
"306",11,"Isaac Guerendo",SF,"RB89","9","2 out of 5 stars","-24"
"307",11,"Theo Johnson",NYG,"TE39","11","4 out of 5 stars","-18"
"308",11,"Israel Abanikanda",NYJ,"RB90","12","2 out of 5 stars","-"
"309",11,"Jacob Cowing",SF,"WR107","9","2 out of 5 stars","-"
"310",11,"Las Vegas Raiders",LV,"DST21","10","3 out of 5 stars","-105"
"311",11,"Deneric Prince",KC,"RB91","6","3 out of 5 stars","-31"
"312",12,"Cam Akers",HOU,"RB92","14","3 out of 5 stars","+18"
"313",12,"Tutu Atwell",LAR,"WR108","6","3 out of 5 stars","-"
"314",12,"Hayden Hurst",LAC,"TE40","5","3 out of 5 stars","-28"
"315",12,"Robert Woods",HOU,"WR109","14","3 out of 5 stars","-"
"316",12,"Tyler Scott",CHI,"WR110","7","4 out of 5 stars","-"
"317",12,"Daniel Bellinger",NYG,"TE41","11","4 out of 5 stars","-27"
"318",12,"New England Patriots",NE,"DST22","14","2 out of 5 stars","-109"
"319",12,"Ronnie Rivers",LAR,"RB93","6","3 out of 5 stars","-"
"320",12,"Isaiah Spiller",LAC,"RB94","5","4 out of 5 stars","-"
"321",12,"Royce Freeman",DAL,"RB95","7","3 out of 5 stars","+19"
"322",12,"Kalif Raymond",DET,"WR111","5","4 out of 5 stars","-"
"323",12,"Rasheen Ali",BAL,"RB96","14","3 out of 5 stars","-5"
"324",12,"Nelson Agholor",BAL,"WR112","14","3 out of 5 stars","-"
"325",12,"Tim Patrick",DEN,"WR113","14","2 out of 5 stars","-18"
"326",12,"Kareem Hunt",FA,"RB97","-","-","-50"
"327",12,"Michael Thomas",FA,"WR114","-","-","-7"
"328",12,"Michael Penix Jr.",ATL,"QB36","12","3 out of 5 stars","-37"
"329",12,"Tampa Bay Buccaneers",TB,"DST23","11","4 out of 5 stars","-119"
"330",12,"Van Jefferson",PIT,"WR115","9","1 out of 5 stars","+14"
"331",12,"Marquez Valdes-Scantling",BUF,"WR116","12","2 out of 5 stars","-"
"332",12,"Jauan Jennings",SF,"WR117","9","2 out of 5 stars","+10"
"333",12,"Allen Lazard",NYJ,"WR118","12","4 out of 5 stars","+14"
"334",12,"Salvon Ahmed",FA,"RB98","-","-","-"
"335",12,"Jerick McKinnon",FA,"RB99","-","-","+10"
"336",12,"Tre Tucker",LV,"WR119","10","3 out of 5 stars","-20"
"337",12,"Malik Washington",MIA,"WR120","6","2 out of 5 stars","-24"
"338",12,"Ty Johnson",BUF,"RB100","12","2 out of 5 stars","-"
"339",12,"Calvin Austin III",PIT,"WR121","9","1 out of 5 stars","-20"
"340",12,"Will Dissly",LAC,"TE42","5","3 out of 5 stars","-29"
"341",12,"Donald Parham Jr.",LAC,"TE43","5","3 out of 5 stars","-"
"342",12,"Wil Lutz",DEN,"K19","14","2 out of 5 stars","-25"
"343",12,"Donovan Peoples-Jones",DET,"WR122","5","4 out of 5 stars","-"
"344",12,"Seattle Seahawks",SEA,"DST24","10","4 out of 5 stars","-119"
"345",12,"Bo Melton",GB,"WR123","10","4 out of 5 stars","-"
"346",12,"Kylen Granson",IND,"TE44","14","3 out of 5 stars","-38"
"347",12,"Noah Gray",KC,"TE45","6","3 out of 5 stars","-"
"348",12,"Sam Howell",SEA,"QB37","10","3 out of 5 stars","-24"
"349",12,"Los Angeles Rams",LAR,"DST25","6","2 out of 5 stars","-20"
"350",12,"Chris Boswell",PIT,"K20","9","4 out of 5 stars","-116"
"351",12,"Xavier Gipson",NYJ,"WR124","12","4 out of 5 stars","-"
"352",12,"Skyy Moore",KC,"WR125","6","3 out of 5 stars","-"
"353",12,"Joshua Kelley",NYG,"RB101","11","3 out of 5 stars","-"
"354",12,"New York Giants",NYG,"DST26","11","3 out of 5 stars","-141"
"355",12,"Dalvin Cook",FA,"RB102","-","-","-29"
"356",12,"Johnny Wilson",PHI,"WR126","5","2 out of 5 stars","-52"
"357",12,"Erick All Jr.",CIN,"TE46","12","3 out of 5 stars","-"
"358",12,"Jake Bates",DET,"K21","5","2 out of 5 stars","-111"
"359",12,"Los Angeles Chargers",LAC,"DST27","5","5 out of 5 stars","-49"
"360",12,"Jawhar Jordan",HOU,"RB103","14","3 out of 5 stars","-"
"361",12,"Parris Campbell",PHI,"WR127","5","2 out of 5 stars","-"
"362",12,"Justin Watson",KC,"WR128","6","3 out of 5 stars","-"
"363",12,"Brandon Powell",MIN,"WR129","6","3 out of 5 stars","-"
"364",12,"John Metchie III",HOU,"WR130","14","3 out of 5 stars","-"
"365",12,"Jordan Whittington",LAR,"WR131","6","3 out of 5 stars","-63"
"366",12,"Atlanta Falcons",ATL,"DST28","12","4 out of 5 stars","-65"
"367",13,"Logan Thomas",FA,"TE47","-","-","-"
"368",13,"Craig Reynolds",DET,"RB104","5","3 out of 5 stars","-"
"369",13,"Cedrick Wilson Jr.",NO,"WR132","12","3 out of 5 stars","-"
"370",13,"Matt Breida",SF,"RB105","9","2 out of 5 stars","-"
"371",13,"Greg Joseph",GB,"K22","10","5 out of 5 stars","-"
"372",13,"Ray-Ray McCloud III",ATL,"WR133","12","4 out of 5 stars","-29"
"373",13,"JuJu Smith-Schuster",FA,"WR134","-","-","-"
"374",13,"Joe Flacco",IND,"QB38","14","5 out of 5 stars","-75"
"375",13,"Drew Lock",NYG,"QB39","11","2 out of 5 stars","-"
"376",13,"Brandon McManus",FA,"K23","-","-","-"
"377",13,"Carolina Panthers",CAR,"DST29","11","4 out of 5 stars","-"
"378",13,"Tanner Hudson",CIN,"TE48","12","3 out of 5 stars","-"
"379",13,"Jarrett Stidham",DEN,"QB40","14","2 out of 5 stars","-"
"380",13,"Matt Prater",ARI,"K24","11","2 out of 5 stars","-119"
"381",13,"Brevin Jordan",HOU,"TE49","14","2 out of 5 stars","-"
"382",13,"Jameis Winston",CLE,"QB41","10","4 out of 5 stars","-41"
"383",13,"Chase McLaughlin",TB,"K25","11","3 out of 5 stars","-51"
"384",13,"Keaontay Ingram",KC,"RB106","6","3 out of 5 stars","-"
"385",13,"Cade Stover",HOU,"TE50","14","2 out of 5 stars","-"
"386",13,"Hunter Renfrow",FA,"WR135","-","-","-"
"387",13,"Parker Washington",JAC,"WR136","12","4 out of 5 stars","-"
"388",13,"Jeremy Ruckert",NYJ,"TE51","12","3 out of 5 stars","-"
"389",13,"Tommy Tremble",CAR,"TE52","11","3 out of 5 stars","-"
"390",13,"Ainias Smith",PHI,"WR137","5","2 out of 5 stars","-"
"391",13,"Mack Hollins",BUF,"WR138","12","2 out of 5 stars","-"
"392",13,"Isaiah Davis",NYJ,"RB107","12","2 out of 5 stars","-"
